FID,Row_Labels,Average_of,Average__1,comm,ind
886,1352,40.024610000000003,-75.130430000000004,0,0
887,1353,39.972490000000001,-75.167420000000007,0,0
888,1354,39.957509999999999,-75.217330000000004,0,0
889,1355,39.960290000000001,-75.228690000000000,1,0
890,1356,39.951070000000001,-75.172089999999997,1,0
891,1357,39.953899999999997,-75.194630000000004,1,0
892,1358,39.962560000000003,-75.246799999999993,0,0
893,1360,39.968840000000000,-75.245469999999997,0,0
894,1362,39.947780000000002,-75.171180000000007,0,0
895,1364,39.911780000000000,-75.172560000000004,0,0
896,1366,40.036799999999999,-75.064260000000004,1,0
897,1367,39.973779999999998,-75.245249999999999,0,0
898,1368,39.952489999999997,-75.176990000000004,1,0
899,1369,39.949249999999999,-75.173000000000002,0,0
900,1372,40.031869999999998,-75.053200000000004,1,0
901,1373,39.938040000000001,-75.176530000000000,0,1
902,1374,39.971319999999999,-75.121260000000007,0,1
903,1375,39.931739999999998,-75.149330000000006,0,0
904,1377,40.005760000000002,-75.099050000000005,0,1
905,1379,39.963090000000001,-75.174689999999998,1,0
906,1380,39.959290000000003,-75.219380000000001,0,0
907,1382,39.915340000000000,-75.159829999999999,0,0
908,1383,39.908020000000000,-75.173410000000004,1,0
909,1385,39.914070000000002,-75.150009999999995,1,0
910,1386,39.955590000000001,-75.157470000000004,1,0
911,1387,40.037820000000004,-75.037989999999994,0,0
912,1388,39.991750000000003,-75.112769999999998,0,0
913,1389,39.960009999999997,-75.165300000000002,1,0
914,1390,39.958460000000002,-75.168859999999995,1,0
915,1391,39.927309999999999,-75.192560000000000,0,0
916,1392,39.953809999999997,-75.175089999999997,1,0
917,1393,40.009200000000000,-75.196899999999999,0,0
918,1394,39.967939999999999,-75.207840000000004,0,0
919,1395,39.987150000000000,-75.187399999999997,0,0
920,1399,40.043630000000000,-75.019540000000006,1,0
921,1401,39.958700000000000,-75.239419999999996,0,0
922,1403,39.947730000000000,-75.198689999999999,0,0
923,1404,39.961500000000001,-75.236710000000002,0,1
924,1407,40.023280000000000,-75.076859999999996,0,1
925,1408,39.963259999999998,-75.188500000000005,0,1
926,1409,40.007880000000000,-75.140500000000003,0,0
927,1411,39.949080000000002,-75.162120000000002,1,0
928,1412,40.027160000000002,-75.114170000000001,0,0
929,1414,39.991140000000001,-75.132890000000003,0,1
930,1416,39.929369999999999,-75.159949999999995,1,0
931,1418,39.946150000000003,-75.169920000000005,0,0
932,1419,39.915050000000001,-75.178269999999998,0,0
933,1420,39.916550000000001,-75.169240000000002,0,0
934,1422,39.950429999999997,-75.199510000000004,0,0
935,1423,39.936740000000000,-75.167000000000002,0,1
936,1424,39.950980000000001,-75.177319999999995,1,0
937,1426,39.939749999999997,-75.157669999999996,0,0
938,1427,39.909360000000000,-75.161140000000003,0,1
939,1430,39.929369999999999,-75.150239999999997,0,0
940,1431,39.942320000000002,-75.161990000000003,0,0
941,1432,39.930900000000001,-75.171610000000001,0,0
942,1433,40.025950000000002,-75.123270000000005,1,0
943,1435,39.959949999999999,-75.158130000000000,0,1
944,1437,39.952170000000002,-75.145229999999998,0,0
945,1438,39.948099999999997,-75.154259999999994,1,0
946,1440,39.986499999999999,-75.145129999999995,0,1
947,1441,39.938200000000002,-75.198650000000001,1,1
948,1442,39.957810000000002,-75.147239999999996,0,0
949,1443,39.914250000000003,-75.171890000000005,0,0
950,1444,40.002560000000003,-75.223630000000000,1,0
951,1446,39.946089999999998,-75.198459999999997,0,1
952,1447,39.957259999999998,-75.170010000000005,1,0
953,1448,39.962940000000003,-75.191389999999998,0,0
954,1449,39.978180000000002,-75.154150000000001,1,0
955,1450,39.942850000000000,-75.182500000000005,0,0
956,1451,39.903950000000002,-75.162300000000002,0,1
957,1452,40.040210000000002,-75.058679999999995,1,0
958,1454,39.976379999999999,-75.151309999999995,0,0
959,1455,39.954419999999999,-75.148089999999996,1,0
960,1456,39.965800000000002,-75.246110000000002,0,0
961,1457,39.958820000000003,-75.213970000000003,0,0
962,1459,39.998150000000003,-75.138880000000000,0,0
963,1460,39.944870000000002,-75.166970000000006,1,0
964,1461,39.958030000000001,-75.148809999999997,0,0
965,1462,39.962179999999996,-75.191249999999997,0,0
966,1463,39.956280000000000,-75.206320000000005,1,0
967,1467,39.949930000000002,-75.203460000000007,0,0
968,1468,40.018479999999997,-75.063730000000007,0,0
969,1469,39.994210000000002,-75.111369999999994,0,0
970,1471,39.959550000000000,-75.197400000000002,1,0
971,1473,39.914479999999998,-75.153160000000000,1,0
972,1475,39.960940000000001,-75.245030000000000,0,0
973,1476,39.955840000000002,-75.183290000000000,1,1
974,1477,39.901359999999997,-75.239400000000003,1,1
975,1478,40.034709999999997,-75.044790000000006,0,0
976,1479,39.953600000000002,-75.165059999999997,1,0
977,1481,39.953350000000000,-75.163330000000002,1,0
978,1482,39.957210000000003,-75.155490000000000,1,0
979,1483,39.944119999999998,-75.153490000000005,0,0
980,1484,39.952950000000001,-75.159670000000006,1,0
981,1485,39.951720000000002,-75.158310000000000,1,0
982,1487,39.973999999999997,-75.155060000000006,0,0
983,1488,39.993310000000001,-75.186030000000002,0,1
984,1489,39.946689999999997,-75.181640000000002,0,0
985,1491,39.915730000000003,-75.162880000000001,0,0
986,1492,39.954670000000000,-75.194469999999995,1,0
987,1493,39.998640000000002,-75.178240000000002,0,1
988,1494,39.930610000000001,-75.159700000000001,1,0
989,1496,39.896149999999999,-75.175849999999997,0,1
990,1499,39.948619999999998,-75.217110000000005,0,0
991,1501,39.932589999999998,-75.194659999999999,0,0
992,1505,39.945450000000001,-75.171689999999998,0,0
993,1508,39.959589999999999,-75.162019999999998,1,1
994,1509,40.031860000000002,-75.052859999999995,1,0
995,1510,39.974119999999999,-75.204319999999996,0,0
996,1511,39.945869999999999,-75.240309999999994,1,0
997,1512,39.971750000000000,-75.185820000000007,0,0
998,1513,40.032139999999998,-75.067700000000002,0,0
999,1514,39.922960000000003,-75.183440000000004,1,0
1000,1515,39.940539999999999,-75.163979999999995,0,0
1001,1517,39.955100000000002,-75.185360000000003,1,1
1002,1519,39.939380000000000,-75.161010000000005,0,0
1003,1520,39.941180000000003,-75.145669999999996,0,0
1004,1522,40.019590000000001,-75.148949999999999,0,0
1005,1523,39.981949999999998,-75.239030000000000,0,1
1006,1525,39.951529999999998,-75.156739999999999,1,0
1007,1527,39.959420000000001,-75.197119999999998,1,0
1008,1530,39.941820000000000,-75.165909999999997,0,0
1009,1534,39.954340000000002,-75.191789999999997,1,0
1010,1536,39.992199999999997,-75.099310000000003,1,0
1011,1538,40.024810000000002,-75.130650000000003,0,0
1012,1539,40.035580000000003,-75.069559999999996,1,0
1013,1540,39.960720000000002,-75.230900000000005,0,1
1014,1542,40.001429999999999,-75.081649999999996,0,1
1015,1544,39.942239999999998,-75.177599999999998,0,0
1016,1546,39.954140000000002,-75.161010000000005,1,0
1017,1547,39.932429999999997,-75.154460000000000,0,0
1018,1549,39.943429999999999,-75.178979999999996,0,0
1019,1551,39.948599999999999,-75.167760000000001,1,0
1020,1552,39.961570000000002,-75.224540000000005,0,0
1021,1553,39.941409999999998,-75.170950000000005,0,0
1022,1555,39.939760000000000,-75.164150000000006,0,1
1023,1557,39.941020000000002,-75.174279999999996,0,0
1024,1558,39.967350000000003,-75.175399999999996,0,0
1025,1559,39.956589999999998,-75.151309999999995,1,0
1026,1560,40.044930000000001,-75.231139999999996,1,0
1027,1561,39.954400000000000,-75.171360000000007,1,0
1028,1562,39.921990000000001,-75.188839999999999,0,1
1029,1563,39.937269999999998,-75.148520000000005,0,0
1030,1564,39.940429999999999,-75.169539999999998,0,0
1031,1565,39.990859999999998,-75.155220000000000,0,1
1032,1567,39.945140000000002,-75.150040000000004,0,0
1033,1568,39.998800000000003,-75.131249999999994,0,1
1034,1569,39.955260000000003,-75.211680000000001,0,0
1035,1570,39.952359999999999,-75.154929999999993,1,0
1036,1572,39.956569999999999,-75.209729999999993,1,0
1037,1573,39.973820000000003,-75.139949999999999,0,0
1038,1574,39.978879999999997,-75.118610000000004,1,0
1039,1575,39.949219999999997,-75.199529999999996,0,0
1040,1576,39.958210000000001,-75.235510000000005,0,0
1041,1577,40.029429999999998,-75.056120000000007,1,0
1042,1580,39.968499999999999,-75.175150000000002,0,0
1043,1582,39.959339999999997,-75.220960000000005,0,0
1044,1583,39.941820000000000,-75.150769999999994,0,0
1045,1584,39.979100000000003,-75.161130000000000,0,0
1046,1585,39.949550000000002,-75.165949999999995,1,0
1047,1587,39.982439999999997,-75.100989999999996,1,1
1048,1588,39.947789999999998,-75.229460000000003,0,1
1049,1589,39.956840000000000,-75.167599999999993,1,0
1050,1591,39.941929999999999,-75.158820000000006,0,0
1051,1596,39.939570000000003,-75.162589999999994,0,1
1052,1597,39.994940000000000,-75.187269999999998,0,0
1053,1600,39.929749999999999,-75.192040000000006,0,0
1054,1601,39.948169999999998,-75.174329999999998,0,0
1055,1602,39.943019999999997,-75.152119999999996,0,0
1056,1603,39.991810000000001,-75.186380000000000,0,0
1057,1604,39.958320000000001,-75.152029999999996,0,0
1058,1605,39.954200000000000,-75.146429999999995,1,0
1059,1608,39.946080000000002,-75.176760000000002,0,0
1060,1609,39.944659999999999,-75.165270000000007,1,0
1061,1610,39.977179999999997,-75.265429999999995,0,0
1062,1611,40.027580000000000,-75.099180000000004,0,0
1063,1612,39.959859999999999,-75.224909999999994,1,0
1064,1613,39.945760000000000,-75.166780000000003,1,0
1065,1614,39.957670000000000,-75.206080000000000,1,0
1066,1616,39.924720000000001,-75.159379999999999,0,0
1067,1617,39.950150000000001,-75.145679999999999,0,0
1068,1618,39.944740000000003,-75.146879999999996,0,0
1069,1619,39.924610000000001,-75.181430000000006,0,0
1070,1621,39.913370000000000,-75.165080000000003,0,0
1071,1622,39.977269999999997,-75.158180000000002,1,0
1072,1623,39.933850000000000,-75.194400000000002,0,0
1073,1624,39.948490000000000,-75.157390000000007,1,0
1074,1625,39.944200000000002,-75.161580000000001,0,0
1075,1628,39.942019999999999,-75.167590000000004,0,0
1076,1629,39.962240000000001,-75.242649999999998,0,0
1077,1631,39.974570000000000,-75.183459999999997,0,0
1078,1633,39.956780000000002,-75.155580000000000,1,0
1079,1634,39.927669999999999,-75.166060000000002,0,0
1080,1635,39.961419999999997,-75.234840000000005,1,0
1081,1636,39.962280000000000,-75.244749999999996,0,0
1082,1637,39.912030000000001,-75.150490000000005,1,0
1083,1638,39.924250000000001,-75.176299999999998,0,0
1084,1639,39.995429999999999,-75.141509999999997,0,1
1085,1640,39.920220000000000,-75.157160000000005,0,0
1086,1641,39.947319999999998,-75.147930000000002,1,0
1087,1642,39.952269999999999,-75.162390000000002,1,0
1088,1644,39.938960000000002,-75.154629999999997,0,0
1089,1645,39.987420000000000,-75.232410000000002,0,0
1090,1647,39.946739999999998,-75.174639999999997,0,0
1091,1648,39.958689999999997,-75.167169999999999,1,0
1092,1649,39.954009999999997,-75.168210000000002,1,0
1093,1652,39.927759999999999,-75.166780000000003,0,0
1094,1654,39.938270000000003,-75.170010000000005,0,1
1095,1655,39.962629999999997,-75.244680000000002,0,0
1096,1656,39.972799999999999,-75.216340000000002,0,1
1097,1657,39.943530000000003,-75.148769999999999,0,0
1098,1659,39.931829999999998,-75.159430000000000,1,0
1099,1663,39.958640000000003,-75.214140000000000,0,0
1100,1666,39.954850000000000,-75.151150000000001,1,0
1101,1667,39.948689999999999,-75.192909999999998,1,0
1102,1668,39.957470000000001,-75.169759999999997,1,0
1103,1670,39.955030000000001,-75.152730000000005,1,0
1104,1673,39.951470000000000,-75.200749999999999,0,0
1105,1674,39.924570000000003,-75.174610000000001,0,1
1106,1676,39.958430000000000,-75.171469999999999,0,0
1107,1677,39.987810000000003,-75.092070000000007,0,1
1108,1678,39.982720000000000,-75.153160000000000,0,0
1109,1679,39.955849999999998,-75.144450000000006,0,0
1110,1680,39.934100000000001,-75.149220000000000,0,0
1111,1681,39.976360000000000,-75.264070000000004,0,0
1112,1682,39.945070000000001,-75.176990000000004,0,0
1113,1684,39.949820000000003,-75.161950000000004,1,0
1114,1685,39.937600000000003,-75.164619999999999,1,1
1115,1686,39.976370000000003,-75.119759999999999,1,0
1116,1688,39.953249999999997,-75.181860000000000,1,0
1117,1689,39.902979999999999,-75.154730000000001,0,1
1118,1690,39.948979999999999,-75.227180000000004,0,0
1119,1691,39.945650000000001,-75.173270000000002,0,0
1120,1693,39.960020000000000,-75.224710000000002,1,0
1121,1694,39.929949999999998,-75.183819999999997,0,0
1122,1696,39.910600000000002,-75.172860000000000,0,0
1123,1697,39.936680000000003,-75.187309999999997,1,1
1124,1698,39.952300000000001,-75.175409999999999,1,0
1125,1700,39.958520000000000,-75.170469999999995,0,0
1126,1702,39.941160000000004,-75.160619999999994,0,0
1127,1710,39.947180000000003,-75.178160000000005,0,0
1128,1711,39.955550000000002,-75.164659999999998,1,0
1129,1713,39.962389999999999,-75.242699999999999,0,0
1130,1716,39.971469999999997,-75.159440000000004,1,0
1131,1717,39.924079999999996,-75.177949999999996,0,0
1132,1718,39.949750000000002,-75.167509999999993,1,0
1133,1719,40.030650000000001,-75.054810000000003,0,0
1134,1721,39.954470000000001,-75.156090000000006,1,0
1135,1722,39.963270000000001,-75.177120000000002,0,0
1136,1724,39.951830000000001,-75.184060000000002,1,1
1137,1727,39.971679999999999,-75.161130000000000,1,0
1138,1728,39.982970000000002,-75.101439999999997,1,0
1139,1730,39.952829999999999,-75.192099999999996,0,0
1140,1731,39.941609999999997,-75.172520000000006,0,0
1141,1732,39.957999999999998,-75.221239999999995,0,0
1142,1735,39.973860000000002,-75.177840000000003,1,0
1143,1737,39.964160000000000,-75.176209999999998,1,0
1144,1739,39.948639999999997,-75.146019999999993,1,0
1145,1740,40.035510000000002,-75.070620000000005,1,0
1146,1741,39.997320000000002,-75.089489999999998,1,1
1147,1744,39.953789999999998,-75.198750000000004,1,0
1148,1745,39.960369999999998,-75.189440000000005,0,0
1149,1746,39.948070000000001,-75.163380000000004,1,0
1150,1747,39.916930000000001,-75.216030000000003,0,1
1151,1749,39.953440000000001,-75.163910000000001,1,0
1152,1750,39.955779999999997,-75.159040000000005,1,0
1153,1752,39.997010000000003,-75.117379999999997,0,0
1154,1753,39.890050000000002,-75.175870000000003,0,0
1155,1754,39.950090000000003,-75.164100000000005,1,0
1156,1756,39.942120000000003,-75.160409999999999,0,0
1157,1757,39.970820000000003,-75.174639999999997,0,0
1158,1759,39.955010000000001,-75.167990000000003,1,0
1159,1761,39.960419999999999,-75.156409999999994,0,0
1160,1762,39.989359999999998,-75.155540000000002,0,0
1161,1763,39.995950000000001,-75.092110000000005,1,1
1162,1765,39.955500000000001,-75.213650000000001,0,0
1163,1766,39.967280000000002,-75.171340000000001,0,0
1164,1767,39.986289999999997,-75.156210000000002,0,0
1165,1768,39.938079999999999,-75.181849999999997,0,0
1166,1769,39.924939999999999,-75.172569999999993,0,1
1167,1770,39.964770000000001,-75.176689999999994,0,0
1168,1771,39.956989999999998,-75.157169999999994,1,0
1169,1772,39.963790000000003,-75.161109999999994,1,0
1170,1773,39.973399999999998,-75.167220000000000,0,0
1171,1774,39.977490000000003,-75.159850000000006,1,0
1172,1775,39.940150000000003,-75.160839999999993,0,0
1173,1776,39.957400000000000,-75.157070000000004,1,0
1174,1777,40.025350000000003,-75.122540000000001,1,0
1175,1778,39.948880000000003,-75.160570000000007,1,0
1176,1779,39.983550000000001,-75.115610000000004,0,1
1177,1784,39.926940000000002,-75.160489999999996,0,0
1178,1785,39.970660000000002,-75.173609999999996,0,0
1179,1786,40.021870000000000,-75.139719999999997,0,0
1180,1787,40.007869999999997,-75.072739999999996,0,1
1181,1788,39.944000000000003,-75.159999999999997,0,0
1182,1790,39.999830000000003,-75.219520000000003,0,0
1183,1791,39.959679999999999,-75.195750000000004,1,0
1184,1794,39.973520000000001,-75.209840000000000,0,1
1185,1796,39.980200000000004,-75.269260000000003,0,0
1186,1797,39.984710000000000,-75.156559999999999,0,0
1187,1798,39.937330000000003,-75.151759999999996,0,0
1188,1799,39.956479999999999,-75.221559999999997,0,1
1189,1801,40.039000000000001,-75.059529999999995,0,0
1190,1802,40.003180000000000,-75.152529999999999,0,0
1191,1803,39.953550000000000,-75.156289999999998,1,0
1192,1806,39.947159999999997,-75.156059999999997,1,0
1193,1808,39.975369999999998,-75.154769999999999,0,0
1194,1809,39.988669999999999,-75.187070000000006,0,0
1195,1810,39.974939999999997,-75.187889999999996,0,1
1196,1811,39.916339999999998,-75.167619999999999,0,0
1197,1812,39.993400000000001,-75.097009999999997,1,0
1198,1815,39.953780000000002,-75.142910000000001,0,0
1199,1817,39.946330000000003,-75.244029999999995,0,0
1200,1818,39.960209999999996,-75.190870000000004,0,0
1201,1819,39.949620000000003,-75.153919999999999,1,0
1202,1822,39.933039999999998,-75.188119999999998,0,1
1203,1823,39.938899999999997,-75.148160000000004,0,0
1204,1824,39.995159999999998,-75.139520000000005,0,0
1205,1826,39.975839999999998,-75.158490000000000,1,0
1206,1829,39.983210000000000,-75.156880000000001,0,0
1207,1832,39.950879999999998,-75.170500000000004,1,0
1208,1833,39.956000000000003,-75.206149999999994,1,0
1209,1834,39.959589999999999,-75.222939999999994,1,0
1210,1836,39.956180000000003,-75.194159999999997,1,0
1211,1837,39.946429999999999,-75.179509999999993,0,0
1212,1838,39.952790000000000,-75.166839999999993,1,0
1213,1840,39.947789999999998,-75.231499999999997,0,0
1214,1841,39.936360000000001,-75.158400000000000,1,0
1215,1845,39.992849999999997,-75.146090000000001,1,0
1216,1846,39.959090000000003,-75.170339999999996,0,0
1217,1847,39.961900000000000,-75.238749999999996,0,1
1218,1848,39.972439999999999,-75.259839999999997,0,0
1219,1849,39.955979999999997,-75.160610000000005,1,0
1220,1850,39.992980000000003,-75.134540000000001,0,0
1221,1851,39.948360000000001,-75.172680000000000,0,0
1222,1853,39.946840000000002,-75.182869999999994,1,0
1223,1854,39.940759999999997,-75.157449999999997,0,0
1224,1855,39.978389999999997,-75.155730000000005,0,0
1225,1857,39.985520000000001,-75.258570000000006,0,0
1226,1859,39.938569999999999,-75.156319999999994,0,0
1227,1862,39.967149999999997,-75.165350000000004,0,0
1228,1863,39.959690000000002,-75.220889999999997,0,0
1229,1864,39.958289999999998,-75.164079999999998,1,0
1230,1866,39.935949999999998,-75.156890000000004,0,0
1231,1868,39.969320000000003,-75.184740000000005,0,0
1232,1870,39.960949999999997,-75.175150000000002,0,0
1233,1871,39.957290000000000,-75.247879999999995,0,0
1234,1872,39.959479999999999,-75.233180000000004,1,0
1235,1873,39.975569999999998,-75.156340000000000,1,0
1236,1874,39.954009999999997,-75.144840000000002,0,0
1237,1875,39.997079999999997,-75.218779999999995,0,0
1238,1876,39.921610000000001,-75.190569999999994,0,1
1239,1877,39.954610000000002,-75.164850000000001,1,0
1240,1878,39.945810000000002,-75.178460000000001,0,0
1241,1879,39.948380000000000,-75.144080000000002,1,0
1242,1880,39.948839999999997,-75.147580000000005,1,0
1243,1881,39.957619999999999,-75.145709999999994,0,0
1244,1882,39.981549999999999,-75.224040000000002,0,0
1245,1884,39.947240000000001,-75.226839999999996,0,1
1246,1885,39.982520000000001,-75.230720000000005,0,1
1247,1886,39.940300000000001,-75.154330000000002,0,0
1248,1887,39.994669999999999,-75.094560000000001,1,0
1249,1888,39.921579999999999,-75.189980000000006,0,1
1250,1889,39.966140000000003,-75.168800000000005,0,0
1251,1890,39.967190000000002,-75.166989999999998,0,0
1252,1891,39.924880000000002,-75.172929999999994,0,1
1253,1893,40.000010000000003,-75.153239999999997,0,0
1254,1895,40.029339999999998,-75.189109999999999,0,0
1255,1902,39.937280000000001,-75.176699999999997,0,0
1256,1905,39.951070000000001,-75.165620000000004,1,0
1257,1906,39.934719999999999,-75.152339999999995,1,0
1258,1908,40.023200000000003,-75.137259999999998,0,0
1259,1911,39.930280000000003,-75.176609999999997,0,0
1260,1912,39.949430000000000,-75.152339999999995,1,0
1261,1913,39.987729999999999,-75.216200000000001,0,0
1262,1914,40.005789999999998,-75.075569999999999,0,1
1263,1915,39.945729999999998,-75.154769999999999,1,0
1264,1917,39.955390000000001,-75.155889999999999,1,0
1265,1918,39.958520000000000,-75.165589999999995,1,0
1266,1919,39.949240000000003,-75.157229999999998,1,0
1267,1920,39.945290000000000,-75.162940000000006,1,0
1268,1922,39.903869999999998,-75.174480000000003,0,0
1269,1923,39.956029999999998,-75.176230000000004,1,0
1270,1924,39.947360000000003,-75.157640000000001,0,0
1271,1925,39.906660000000002,-75.183359999999993,0,0
1272,1927,39.902650000000001,-75.152230000000003,0,1
1273,1928,39.956760000000003,-75.174430000000001,0,0
1274,1929,39.952109999999998,-75.162580000000005,1,0
1275,1930,39.949399999999997,-75.169210000000007,1,0
1276,1933,39.952109999999998,-75.161450000000002,1,0
1277,1935,39.963769999999997,-75.158910000000006,1,0
1278,1936,39.959960000000002,-75.237129999999993,0,1
1279,1937,39.926900000000003,-75.166970000000006,0,0
1280,1938,39.905510000000000,-75.193799999999996,0,1
1281,1940,39.955840000000002,-75.191460000000006,1,0
1282,1941,39.975569999999998,-75.125230000000002,0,0
1283,1942,39.955320000000000,-75.187119999999993,1,1
1284,1945,39.942990000000002,-75.160219999999995,0,0
1285,1946,39.974370000000000,-75.181849999999997,0,0
1286,1947,39.958730000000003,-75.227170000000001,1,0
1287,1948,39.957960000000000,-75.233490000000003,0,1
1288,1950,39.950299999999999,-75.165790000000001,1,0
1289,1951,39.940320000000000,-75.201369999999997,0,1
1290,1952,39.936880000000002,-75.188890000000001,0,0
1291,1953,39.952979999999997,-75.168440000000004,1,0
1292,1955,40.022500000000001,-75.136840000000007,0,0
1293,1956,39.978969999999997,-75.268289999999993,0,0
1294,1957,39.961889999999997,-75.141180000000006,0,0
1295,1959,39.961959999999998,-75.200140000000005,0,0
1296,1960,39.894039999999997,-75.176299999999998,0,1
1297,1963,39.954160000000002,-75.177819999999997,1,0
1298,1964,39.954839999999997,-75.217889999999997,0,0
1299,1965,39.939309999999999,-75.186750000000004,0,1
1300,1966,39.970920000000000,-75.165300000000002,0,0
1301,1967,39.945540000000001,-75.153180000000006,1,0
1302,1968,39.913550000000001,-75.221630000000005,0,1
1303,1969,39.975020000000001,-75.261359999999996,0,0
1304,1973,39.966549999999998,-75.145880000000005,0,0
1305,1974,39.958489999999998,-75.225200000000001,1,0
1306,1975,39.967320000000001,-75.245790000000000,0,0
1307,1976,39.964489999999998,-75.182280000000006,0,0
1308,1977,39.965000000000003,-75.159520000000001,1,0
1309,1978,39.958950000000002,-75.228970000000004,0,0
1310,1980,40.014629999999997,-75.156670000000005,1,1
1311,1981,40.035829999999997,-75.149860000000004,0,0
1312,1982,40.029420000000002,-75.106229999999996,0,0
1313,1983,40.031390000000002,-75.152370000000005,0,0
1314,1988,40.026550000000000,-75.114400000000003,0,0
1315,1989,39.897260000000003,-75.173800000000000,0,1
1316,1990,39.938229999999997,-75.149929999999998,0,0